Track-id,ImageName,3: Unique Frame Identifier,TL_x,TL_y,BR_x,BR_y,Length Confidence,Target Length,Repeated Species,Attributes,poly_coordinates,Unnamed: 12
378,soloAUV 20220919-180203-1675.png,1685,1124,1276,1246,1352,1,-1,unknown,1,(poly) 1219 1276 1124 1322 1130 1352 1246 1307 1241 1276 1219 1276,
379,soloAUV 20220919-180204-1676.png,1686,1748,2116,1877,2200,1,-1,copepod-maybe,1,(poly) 1851 2116 1756 2150 1748 2181 1788 2200 1877 2152 1868 2116 1851 2116,
380,soloAUV 20220919-180204-1676.png,1686,1298,1619,1363,1691,1,-1,copepod,1,,
381,soloAUV 20220919-180206-1677.png,1687,1080,1637,1191,1733,1,-1,copepod,1,,
382,soloAUV 20220919-180207-1678.png,1688,1506,517,1639,626,1,-1,copepod,1,(poly) 1601 517 1534 551 1506 605 1545 626 1569 594 1635 540 1639 517 1601 517,
383,soloAUV 20220919-180209-1680.png,1690,1329,1348,1476,1443,1,-1,unknown,1,(poly) 1435 1357 1329 1409 1351 1443 1476 1385 1451 1348 1435 1357,
384,soloAUV 20220919-180209-1680.png,1690,2856,2291,2954,2354,1,-1,copepod-maybe,1,,
385,soloAUV 20220919-180210-1681.png,1691,2590,584,2704,668,1,-1,copepod,1,,
386,soloAUV 20220919-180210-1681.png,1691,3308,839,3397,895,1,-1,copepod,1,,
387,soloAUV 20220919-180210-1681.png,1691,2189,939,2302,1016,1,-1,copepod,1,,
388,soloAUV 20220919-180210-1681.png,1691,2106,1101,2222,1176,1,-1,copepod,1,,
389,soloAUV 20220919-180211-1682.png,1692,2416,2593,2561,2722,1,-1,copepod,1,(poly) 2466 2593 2416 2654 2431 2722 2561 2690 2555 2665 2502 2633 2509 2597 2466 2593,
390,soloAUV 20220919-180212-1683.png,1693,2402,536,2495,613,1,-1,copepod,1,,
391,soloAUV 20220919-180212-1683.png,1693,1170,1052,1366,1187,1,-1,copepod,1,,
392,soloAUV 20220919-180212-1683.png,1693,3141,1711,3241,1781,1,-1,copepod-maybe,1,,
393,soloAUV 20220919-180213-1684.png,1694,2390,2060,2508,2136,1,-1,copepod,1,,
394,soloAUV 20220919-180213-1684.png,1694,1838,1149,1905,1215,1,-1,copepod,1,,
395,soloAUV 20220919-180214-1685.png,1695,2322,2238,2441,2398,1,-1,copepod,1,,
396,soloAUV 20220919-180215-1686.png,1696,2468,1025,2608,1102,1,-1,unknown,1,(poly) 2590 1025 2526 1032 2468 1081 2481 1102 2525 1098 2604 1056 2608 1028 2590 1025,
397,soloAUV 20220919-180216-1687.png,1697,2479,79,2625,186,1,-1,copepod,1,(poly) 2561 80 2486 95 2479 131 2547 186 2574 171 2625 98 2614 85 2571 79 2561 80,
398,soloAUV 20220919-180218-1688.png,1698,2737,1677,2859,1757,1,-1,copepod,1,,
399,soloAUV 20220919-180218-1688.png,1698,2313,1459,2434,1512,1,-1,copepod,1,,
400,soloAUV 20220919-180220-1690.png,1700,2636,2378,2720,2473,1,-1,copepod,1,,
401,soloAUV 20220919-180220-1690.png,1700,3178,574,3343,772,1,-1,copepod,1,(poly) 3280 621 3215 574 3178 595 3235 644 3204 750 3216 772 3343 716 3330 663 3280 621,
402,soloAUV 20220919-180220-1690.png,1700,3220,919,3335,1056,1,-1,copepod,1,,
403,soloAUV 20220919-180221-1691.png,1701,1447,727,1548,818,1,-1,copepod,1,,
404,soloAUV 20220919-180222-1692.png,1702,1815,1276,1893,1364,1,-1,copepod,1,,
405,soloAUV 20220919-180222-1692.png,1702,3148,616,3235,694,1,-1,copepod-maybe,1,,
406,soloAUV 20220919-180224-1694.png,1704,2725,1062,2821,1151,1,-1,copepod-maybe,1,,
407,soloAUV 20220919-180227-1696.png,1706,2639,958,2808,1109,1,-1,copepod,1,(poly) 2808 979 2766 1034 2714 1060 2684 1106 2662 1109 2639 1090 2720 979 2791 958 2808 979,
408,soloAUV 20220919-180228-1697.png,1707,2359,69,2475,156,1,-1,copepod,1,(poly) 2442 69 2408 97 2379 71 2359 84 2389 130 2443 156 2471 137 2438 125 2475 70 2442 69,
409,soloAUV 20220919-180229-1698.png,1708,1871,157,2049,337,1,-1,copepod,1,(poly) 2044 166 2049 235 1988 332 1878 337 1871 310 1928 237 1994 214 2007 157 2044 166,
410,soloAUV 20220919-180229-1698.png,1708,1042,858,1200,985,1,-1,copepod,1,(poly) 1110 860 1049 858 1042 887 1075 892 1057 979 1100 985 1141 903 1189 908 1200 880 1110 860,
411,soloAUV 20220919-180230-1699.png,1709,2535,2054,2670,2162,1,-1,copepod,1,,
412,soloAUV 20220919-180230-1699.png,1709,3038,363,3126,459,1,-1,copepod,1,,
413,soloAUV 20220919-180230-1699.png,1709,1606,799,1689,891,1,-1,copepod-maybe,1,,
414,soloAUV 20220919-180231-1700.png,1710,1268,437,1334,513,1,-1,copepod,1,,
415,soloAUV 20220919-180231-1700.png,1710,1261,628,1386,739,1,-1,copepod,1,,
416,soloAUV 20220919-180231-1700.png,1710,2782,1004,2894,1135,1,-1,copepod,1,(poly) 2858 1004 2817 1039 2782 1117 2799 1130 2842 1135 2894 1013 2858 1004,
417,soloAUV 20220919-180232-1701.png,1711,2145,2294,2264,2435,1,-1,copepod,1,(poly) 2193 2427 2227 2356 2264 2316 2237 2294 2145 2338 2166 2435 2193 2427,
418,soloAUV 20220919-180232-1701.png,1711,2924,2117,3009,2209,1,-1,copepod,1,,
419,soloAUV 20220919-180232-1701.png,1711,2664,1454,2781,1577,1,-1,copepod,1,,
420,soloAUV 20220919-180232-1701.png,1711,3155,1287,3265,1381,1,-1,copepod,1,,
421,soloAUV 20220919-180233-1702.png,1712,1673,2213,1765,2284,1,-1,copepod,1,,
422,soloAUV 20220919-180532-003.png,1736,1117,1312,1255,1405,1,-1,copepod,1,,
423,soloAUV 20220919-180534-005.png,1738,1096,1817,1152,1857,1,-1,copepod-maybe,1,,
424,soloAUV 20220919-180536-007.png,1740,1852,2030,1944,2132,1,-1,copepod,1,,
425,soloAUV 20220919-180536-007.png,1740,1392,1403,1485,1478,1,-1,copepod,1,,
426,soloAUV 20220919-180540-011.png,1744,2506,949,2733,1093,1,-1,copepod,1,,
427,soloAUV 20220919-180540-011.png,1744,1552,578,1764,766,1,-1,copepod,1,,
428,soloAUV 20220919-180545-015.png,1748,2959,1716,3133,1840,1,-1,copepod,1,,
429,soloAUV 20220919-180546-016.png,1749,1203,698,1446,923,1,-1,copepod,1,,
430,soloAUV 20220919-180549-019.png,1752,2314,814,2403,883,1,-1,echinoderm-larva,1,,
431,soloAUV 20220919-180549-019.png,1752,2130,173,2270,295,1,-1,crustacea,1,,
432,soloAUV 20220919-180550-020.png,1753,2855,2247,2920,2309,1,-1,copepod,1,,
433,soloAUV 20220919-180552-022.png,1755,3009,1414,3170,1555,1,-1,copepod,1,,
434,soloAUV 20220919-180555-025.png,1758,2772,182,2869,292,1,-1,unknown,1,(poly) 2869 201 2837 182 2772 269 2810 292 2869 201,
435,soloAUV 20220919-180558-028.png,1761,2615,839,2713,931,1,-1,copepod,1,(poly) 2615 841 2713 839 2697 929 2615 931 2615 841,
436,soloAUV 20220919-180601-031.png,1764,1616,1297,1692,1359,1,-1,copepod-maybe,1,,
437,soloAUV 20220919-180603-033.png,1766,1150,1494,1291,1582,1,-1,copepod,1,,
438,soloAUV 20220919-180612-041.png,1774,2666,322,2826,466,1,-1,copepod,1,,
439,soloAUV 20220919-180614-043.png,1776,880,1066,2285,1775,1,-1,ctenophore-maybe,1,(poly) 880 1643 911 1775 1146 1746 1691 1495 2285 1152 2237 1066 1127 1604 880 1643,
440,soloAUV 20220919-180626-054.png,1787,2695,1269,2812,1398,1,-1,copepod,1,,
441,soloAUV 20220919-180626-054.png,1787,1679,2241,1833,2348,1,-1,copepod,1,,
442,soloAUV 20220919-180629-057.png,1790,3205,1303,3320,1423,1,-1,copepod,1,(poly) 3320 1312 3304 1416 3280 1423 3225 1411 3205 1364 3267 1339 3301 1303 3320 1312,
443,soloAUV 20220919-180631-059.png,1792,1202,1601,1343,1701,1,-1,unknown,1,,
444,soloAUV 20220919-180634-062.png,1795,1192,1016,1320,1141,1,-1,copepod,1,,
445,soloAUV 20220919-180634-062.png,1795,1663,2136,1759,2245,1,-1,copepod,1,,
446,soloAUV 20220919-180635-063.png,1796,1286,651,1441,758,1,-1,copepod,1,(poly) 1319 758 1441 668 1373 651 1286 722 1295 757 1319 758,
447,soloAUV 20220919-180642-069.png,1802,1908,1652,1994,1737,1,-1,ostracod,1,,
448,soloAUV 20220919-180643-070.png,1803,1117,561,1217,637,1,-1,copepod,1,(poly) 1174 561 1117 609 1136 637 1217 589 1174 561,
449,soloAUV 20220919-180643-070.png,1803,1494,746,1591,834,1,-1,copepod,1,,
450,soloAUV 20220919-180643-070.png,1803,3172,1173,3244,1253,1,-1,ostracod-maybe,1,,
451,soloAUV 20220919-180644-071.png,1804,1775,143,1842,200,1,-1,ostracod-maybe,1,,
452,soloAUV 20220919-180645-072.png,1805,1982,878,2050,946,1,-1,unknown,1,,
453,soloAUV 20220919-180647-074.png,1807,1452,1335,2517,1679,1,-1,ctenophore-maybe,1,(poly) 1479 1538 1452 1616 1741 1679 1997 1639 2400 1517 2517 1417 2442 1335 1995 1524 1739 1547 1479 1538,
454,soloAUV 20220919-180648-075.png,1808,1777,2176,1981,2345,1,-1,copepod,1,,
455,soloAUV 20220919-180650-077.png,1810,2417,2096,2537,2228,1,-1,copepod,1,,
456,soloAUV 20220919-180651-078.png,1811,2997,1349,3165,1498,1,-1,copepod,1,,
457,soloAUV 20220919-180652-079.png,1812,1935,2557,2095,2688,1,-1,copepod,1,,
458,soloAUV 20220919-180653-080.png,1813,1279,1074,1441,1168,1,-1,copepod,1,,
459,soloAUV 20220919-180654-081.png,1814,1307,898,1422,1006,1,-1,unknown,1,,
460,soloAUV 20220919-180655-082.png,1815,1075,547,1291,742,1,-1,copepod-edge,1,(poly) 1118 724 1209 657 1291 558 1254 547 1188 603 1113 589 1086 629 1125 661 1075 722 1095 742 1118 724,
461,soloAUV 20220919-180655-082.png,1815,2080,2600,2259,2722,1,-1,copepod,1,(poly) 2227 2606 2080 2680 2088 2716 2154 2722 2185 2665 2259 2628 2247 2600 2227 2606,
462,soloAUV 20220919-180658-084.png,1817,2327,406,3119,1518,1,-1,ctenophore-maybe,1,(poly) 2517 413 2469 406 2327 863 2492 1518 3119 1505 3111 1381 2599 1375 2406 847 2517 413,
463,soloAUV 20220919-180700-086.png,1819,1893,486,2044,568,1,-1,crustacea,1,(poly) 2026 486 1925 502 1893 557 1936 568 2007 551 2044 499 2026 486,
464,soloAUV 20220919-180703-089.png,1822,2074,1695,2253,1834,1,-1,copepod,1,,
465,soloAUV 20220919-180703-089.png,1822,3308,1691,3430,1825,1,-1,copepod,1,(poly) 3408 1698 3430 1752 3419 1785 3392 1816 3365 1825 3308 1763 3317 1736 3344 1740 3357 1757 3382 1747 3393 1736 3381 1714 3384 1694 3397 1691 3408 1698,
466,soloAUV 20220919-180706-092.png,1825,3157,1643,3346,1840,1,-1,copepod,1,(poly) 3346 1666 3205 1840 3157 1825 3163 1716 3314 1643 3346 1666,
467,soloAUV 20220919-180707-093.png,1826,916,1613,1031,1681,1,-1,copepod,1,,
468,soloAUV 20220919-180708-094.png,1827,2853,1613,3003,1752,1,-1,copepod,1,,
469,soloAUV 20220919-180710-096.png,1829,1952,788,2106,914,1,-1,crustacea,1,,
470,soloAUV 20220919-180711-097.png,1830,1416,1538,1623,1685,1,-1,copepod,1,,
471,soloAUV 20220919-180712-098.png,1831,2881,813,3080,964,1,-1,copepod,1,(poly) 3034 828 2944 907 2881 912 2881 964 3074 962 3080 924 3013 912 3080 836 3055 813 3034 828,
472,soloAUV 20220919-180712-098.png,1831,3175,740,3309,828,1,-1,copepod,1,(poly) 3290 740 3309 786 3198 828 3175 786 3290 740,
473,soloAUV 20220919-180713-099.png,1832,2824,1313,3001,1426,1,-1,copepod,1,(poly) 2824 1364 2848 1426 3001 1383 2972 1313 2824 1364,
474,soloAUV 20220919-180714-100.png,1833,3169,1870,3358,2016,1,-1,copepod,1,(poly) 3358 1903 3203 2016 3169 1980 3238 1935 3203 1904 3228 1876 3266 1913 3339 1870 3358 1903,
475,soloAUV 20220919-180715-101.png,1834,1726,2089,1907,2213,1,-1,copepod,1,,
476,soloAUV 20220919-180718-103.png,1836,3037,1400,3149,1509,1,-1,ostracod-maybe,1,,
477,soloAUV 20220919-180719-104.png,1837,2929,1343,3107,1532,1,-1,unknown,1,,
478,soloAUV 20220919-180720-105.png,1838,1952,881,2078,1020,1,-1,copepod,1,,
479,soloAUV 20220919-180720-105.png,1838,3329,939,3460,1035,1,-1,copepod-edge,1,(poly) 3431 939 3329 972 3333 1021 3390 1035 3460 995 3431 939,
480,soloAUV 20220919-180721-106.png,1839,2653,1687,2847,1816,1,-1,copepod,1,,
481,soloAUV 20220919-180721-106.png,1839,2608,2523,2770,2608,1,-1,copepod-maybe,1,(poly) 2770 2543 2663 2608 2608 2554 2648 2523 2685 2552 2765 2525 2770 2543,
482,soloAUV 20220919-180721-106.png,1839,3228,964,3404,1123,1,-1,copepod,1,(poly) 3354 976 3228 1093 3310 1123 3373 1102 3351 1079 3404 989 3370 964 3354 976,
483,soloAUV 20220919-180724-109.png,1842,1990,317,2283,424,1,-1,copepod,1,(poly) 2283 371 2138 424 1990 424 1990 369 2147 317 2264 338 2283 371,
484,soloAUV 20220919-180730-115.png,1848,2400,2575,2499,2643,1,-1,copepod-maybe,1,,
485,soloAUV 20220919-180734-118.png,1851,3245,1517,3438,1926,1,-1,ctenophore-maybe,1,(poly) 3438 1578 3382 1517 3245 1591 3255 1637 3338 1591 3303 1910 3379 1926 3438 1578,
486,soloAUV 20220919-180735-119.png,1852,3059,1675,3224,1772,1,-1,copepod,1,,
487,soloAUV 20220919-180746-129.png,1862,2441,2560,2537,2668,1,-1,copepod,1,,
488,soloAUV 20220919-180747-130.png,1863,1922,2140,2101,2256,1,-1,copepod,1,,
489,soloAUV 20220919-180752-135.png,1868,3009,1834,3105,1917,1,-1,copepod,1,,
490,soloAUV 20220919-180753-136.png,1869,2367,571,2551,663,1,-1,copepod,1,(poly) 2524 611 2432 663 2367 626 2398 592 2431 611 2512 571 2551 572 2524 611,
491,soloAUV 20220919-180754-137.png,1870,1913,1823,2041,2013,1,-1,appendicularian,1,,
492,soloAUV 20220919-180812-153.png,1886,2845,517,3045,646,1,-1,copepod,1,(poly) 3034 597 2861 646 2845 621 2941 517 3002 525 3045 569 3034 597,
493,soloAUV 20220919-180815-156.png,1889,1730,568,1877,659,1,-1,copepod,1,(poly) 1877 597 1834 634 1749 659 1730 625 1817 568 1865 573 1877 597,
494,soloAUV 20220919-180818-159.png,1892,2971,2277,3147,2363,1,-1,copepod-edge,1,(poly) 3147 2295 3084 2363 2971 2342 2980 2308 3038 2306 3114 2277 3147 2295,
495,soloAUV 20220919-180828-168.png,1901,1322,415,1530,528,1,-1,copepod,1,(poly) 1530 438 1418 528 1366 523 1322 467 1344 452 1398 489 1507 415 1530 438,
496,soloAUV 20220919-180924-219.png,1952,1182,384,1689,652,1,-1,copepod-edge,1,(poly) 1421 407 1245 430 1186 493 1182 514 1350 493 1283 636 1350 652 1484 466 1675 464 1689 384 1421 407,
497,soloAUV 20220919-180936-230.png,1963,945,943,1469,1199,1,-1,copepod,1,(poly) 1419 943 974 1017 945 1096 1110 1088 1077 1189 1173 1199 1270 1027 1425 1040 1469 967 1419 943,
498,soloAUV 20220919-180946-239.png,1972,2885,949,3088,1144,1,-1,copepod,1,,
499,soloAUV 20220919-180951-243.png,1976,1498,2064,1653,2185,1,-1,crustacea-maybe,1,,
500,soloAUV 20220919-181012-262.png,1995,1496,1980,1689,2205,1,-1,copepod,1,,
501,soloAUV 20220919-181023-272.png,2005,982,901,1108,1021,1,-1,copepod,1,,
502,soloAUV 20220919-181036-285.png,2018,1507,1651,1782,1924,1,-1,copepod-calanus-maybe,1,,
503,soloAUV 20220919-181101-307.png,2040,2629,1648,3086,1874,1,-1,copepod,1,,
504,soloAUV 20220919-181115-320.png,2053,2257,570,2348,624,1,-1,copepod,1,,
505,soloAUV 20220919-181129-333.png,2066,2505,502,2552,556,1,-1,polychaeta-larva-maybe,1,,
506,soloAUV 20220919-181143-345.png,2078,2359,58,2635,376,1,-1,chaetognath-maybe,1,(poly) 2584 83 2497 58 2359 330 2468 376 2635 131 2584 83,
507,soloAUV 20220919-181217-376.png,2109,2372,888,2459,991,1,-1,ostracod-maybe,1,,
508,soloAUV 20220919-181237-394.png,2127,1445,1134,1523,1210,1,-1,ostracod,1,,
509,soloAUV 20220919-181243-399.png,2132,1729,145,2277,439,1,-1,copepod-calanus-maybe,1,(poly) 2272 299 1906 433 1729 439 1776 307 1956 290 2044 156 2113 145 2075 299 2243 225 2277 242 2272 299,
510,soloAUV 20220919-181256-411.png,2144,1762,1704,2133,1956,1,-1,unknown,1,(poly) 2099 1704 2133 1753 1795 1956 1762 1906 2099 1704,
511,soloAUV 20220919-181305-419.png,2152,1443,1069,1518,1139,1,-1,unknown,1,,
512,soloAUV 20220919-181307-421.png,2154,1522,1491,1632,1613,1,-1,copepod,1,,
513,soloAUV 20220919-181311-425.png,2158,1702,2429,1793,2521,1,-1,unknown,1,,
514,soloAUV 20220919-181323-436.png,2169,2403,976,2476,1069,1,-1,appendicularian-maybe,1,,
515,soloAUV 20220919-181328-440.png,2173,896,811,1248,1198,1,-1,copepod,1,(poly) 1248 841 943 1198 896 1178 898 1138 1002 1059 898 1056 905 997 981 994 1092 949 1175 811 1240 815 1248 841,
516,soloAUV 20220919-181332-444.png,2177,2869,1685,2947,1750,1,-1,copepod,1,(poly) 2869 1685 2947 1687 2945 1734 2908 1750 2876 1749 2869 1685,
517,soloAUV 20220919-181356-466.png,2199,2163,83,2228,155,1,-1,copepod,1,,
518,soloAUV 20220919-181357-467.png,2200,1737,1772,1811,1842,1,-1,copepod-maybe,1,,
519,soloAUV 20220919-181408-477.png,2210,2094,2436,2187,2503,1,-1,unknown,1,,
520,soloAUV 20220919-181411-479.png,2212,3171,972,3272,1066,1,-1,unknown,1,,
521,soloAUV 20220919-181412-480.png,2213,2463,2165,2559,2229,1,-1,unknown,1,,
522,soloAUV 20220919-181423-490.png,2223,2166,466,2623,682,1,-1,copepod,1,(poly) 2594 472 2166 510 2171 589 2328 594 2357 682 2441 678 2470 541 2617 531 2623 466 2594 472,
523,soloAUV 20220919-181427-494.png,2227,1038,1204,1130,1272,1,-1,crustacea-nauplius,1,(poly) 1045 1205 1130 1204 1129 1269 1038 1272 1045 1205,
524,soloAUV 20220919-181428-495.png,2228,1992,2072,2074,2156,1,-1,unknown,1,,
525,soloAUV 20220919-181428-495.png,2228,1465,437,1544,505,1,-1,unknown,1,,
526,soloAUV 20220919-181428-495.png,2228,2037,1321,2130,1408,1,-1,copepod-maybe,1,,
527,soloAUV 20220919-181435-501.png,2234,2466,1573,2564,1681,1,-1,unknown,1,,
528,soloAUV 20220919-181438-504.png,2237,1783,534,1917,681,1,-1,unknown,1,,
529,soloAUV 20220919-181441-507.png,2240,2754,757,3140,977,1,-1,copepod,1,,
530,soloAUV 20220919-181447-512.png,2245,2107,1674,2246,1782,1,-1,amphipod-maybe,1,,
531,soloAUV 20220919-181507-530.png,2263,2519,379,2629,523,1,-1,ostracod-maybe,1,,
532,soloAUV 20220919-181518-540.png,2273,2007,118,2138,237,1,-1,copepod,1,,
533,soloAUV 20220919-181531-552.png,2285,1688,1103,1807,1197,1,-1,unknown,1,,
534,soloAUV 20220919-181543-563.png,2296,1549,1816,1637,1904,1,-1,crustacea-maybe,1,,
535,soloAUV 20220919-181615-592.png,2325,1837,979,2219,1190,1,-1,copepod,1,,
536,soloAUV 20220919-181656-629.png,2362,3135,1501,3391,1673,1,-1,copepod,1,,
537,soloAUV 20220919-181744-672.png,2405,2080,1099,2361,1332,1,-1,copepod,1,,
538,soloAUV 20220919-181745-673.png,2406,2195,2111,2529,2281,1,-1,copepod,1,,
539,soloAUV 20220919-181806-692.png,2425,2422,921,2528,1021,1,-1,unknown,1,,
540,soloAUV 20220919-181839-722.png,2455,1350,1543,1439,1623,1,-1,copepod-maybe,1,,
541,soloAUV 20220919-181948-783.png,2516,1502,228,1658,350,1,-1,echinoderm-larva,1,,
542,soloAUV 20220919-182053-843.png,2576,1891,708,2010,803,1,-1,unknown,1,,
543,soloAUV 20220919-182114-862.png,2595,1732,1515,1827,1587,1,-1,copepod-maybe,1,,
544,soloAUV 20220919-182114-862.png,2595,2067,334,2148,405,1,-1,copepod,1,,
545,soloAUV 20220919-182209-912.png,2645,2226,156,2325,226,1,-1,copepod-maybe,1,,
546,soloAUV 20220919-182212-915.png,2648,2733,226,2817,320,1,-1,copepod-maybe,1,,
547,soloAUV 20220919-182212-915.png,2648,1124,820,1653,1087,1,-1,copepod,1,,
548,soloAUV 20220919-182248-947.png,2680,1203,2007,1327,2104,1,-1,polychaeta-larva-maybe,1,,
549,soloAUV 20220919-182311-968.png,2701,2363,232,3520,1387,1,-1,hydrozoa,1,(poly) 3197 491 2735 514 2473 232 2363 271 2589 624 2851 1387 3520 1387 3501 1157 3404 843 3262 539 3197 491,
550,soloAUV 20220919-182312-969.png,2702,2739,265,3194,472,1,-1,hydrozoa,1,(poly) 3154 418 3194 472 2779 363 2739 298 2789 265 2984 353 3154 418,
551,soloAUV 20220919-182329-984.png,2717,2080,1942,2183,2035,1,-1,copepod-maybe,1,(poly) 2098 1945 2180 1942 2183 2035 2080 2033 2098 1945,
552,soloAUV 20220919-182344-998.png,2731,2087,299,2190,403,1,-1,copepod-maybe,1,,
553,soloAUV 20220919-182345-999.png,2732,2689,387,2771,455,1,-1,copepod,1,,
554,soloAUV 20220919-182345-999.png,2732,3166,1767,3264,1859,1,-1,copepod,1,,
555,soloAUV 20220919-182401-1013.png,2746,892,1117,988,1211,1,-1,copepod,1,,
556,soloAUV 20220919-182411-1022.png,2755,2751,1526,2817,1592,1,-1,copepod-maybe,1,,
557,soloAUV 20220919-182413-1024.png,2757,1970,1913,2197,2142,1,-1,copepod,1,,
558,soloAUV 20220919-182424-1034.png,2767,2309,2192,2424,2303,1,-1,copepod,1,,
560,soloAUV 20220919-182456-1063.png,2796,836,255,3589,2016,1,-1,siphonophore-edge,1,(poly) 3484 1582 2991 1771 971 2016 836 1263 2123 255 3036 295 3430 809 3589 1412 3484 1582,
561,soloAUV 20220919-182454-1061.png,2794,831,121,3589,2066,1,-1,siphonophore-edge,1,(poly) 2716 121 1310 320 931 834 831 1417 1031 2066 3395 1916 3589 1263 3395 699 2966 255 2716 121,
562,soloAUV 20220919-182455-1062.png,2795,951,310,3534,1497,1,-1,siphonophore-edge,1,(poly) 3245 480 1345 310 1071 569 951 814 2402 804 2886 1497 3534 1432 3514 1073 3405 739 3245 480,
563,soloAUV 20220919-182457-1064.png,2797,1124,165,3568,1736,1,-1,siphonophore-edge,1,(poly) 3054 325 2530 165 1319 325 1124 509 2660 549 2675 1157 2241 1058 2226 1252 3463 1736 3568 1392 3448 843 3054 325,
564,soloAUV 20220919-182458-1065.png,2798,2080,1303,2207,1448,1,-1,ostracod-maybe,1,,
565,soloAUV 20220919-182459-1066.png,2799,828,1570,3279,2848,1,-1,siphonophore-edge,1,(poly) 3279 2224 2801 1992 828 1570 933 1989 1175 2381 1590 2706 2266 2848 2741 2758 3208 2463 3279 2224,
566,soloAUV 20220919-182503-1070.png,2803,2179,2524,2291,2622,1,-1,copepod,1,,
567,soloAUV 20220919-182503-1070.png,2803,2208,1503,3562,1835,1,-1,hydrozoa,1,(poly) 3562 1556 3531 1726 2747 1835 2384 1828 2208 1558 2262 1503 2583 1667 3206 1606 3562 1556,
568,soloAUV 20220919-182508-1074.png,2807,1282,1242,1394,1344,1,-1,copepod,1,(poly) 1308 1247 1394 1242 1393 1334 1282 1344 1308 1247,
569,soloAUV 20220919-182520-1085.png,2818,1684,2418,1871,2658,1,-1,crustacea-maybe,1,(poly) 1806 2418 1871 2439 1755 2658 1684 2621 1806 2418,
570,soloAUV 20220919-182525-1090.png,2823,2279,2310,2332,2337,1,-1,copepod-maybe,1,(kp) head 2285 2331,(kp) tail 2326 2316
571,soloAUV 20220919-182557-1118.png,2851,983,1897,1381,2103,1,-1,copepod-edge,1,,
572,soloAUV 20220919-182552-1113.png,2846,1050,1938,1159,2029,1,-1,unknown,1,,
573,soloAUV 20220919-182555-1116.png,2849,884,1140,1415,1641,1,-1,unknown,1,(poly) 1039 1329 1325 1140 1415 1290 891 1641 884 1520 1039 1329,
574,soloAUV 20220919-182558-1119.png,2852,869,1199,1011,1337,1,-1,unknown,1,,
575,soloAUV 20220919-182637-1154.png,2887,2133,1160,2274,1260,1,-1,unknown,1,,
576,soloAUV 20220919-182659-1174.png,2907,1214,1293,1350,1419,1,-1,copepod,1,,
577,soloAUV 20220919-182707-1181.png,2914,2823,851,2991,1078,1,-1,copepod,1,,
578,soloAUV 20220919-182710-1184.png,2917,1743,1759,1853,1859,1,-1,crustacea,1,,
579,soloAUV 20220919-182732-1204.png,2937,1933,2363,2033,2444,1,-1,copepod-maybe,1,,
580,soloAUV 20220919-182804-1233.png,2966,982,1879,1260,2063,1,-1,copepod-edge,1,(poly) 982 1992 1016 2063 1260 1938 1211 1879 982 1992,
581,soloAUV 20220919-182810-1238.png,2971,2778,997,3153,1296,1,-1,copepod,1,,
582,soloAUV 20220919-182810-1238.png,2971,3386,1496,3502,1649,1,-1,unknown-edge,1,(poly) 3500 1496 3502 1595 3415 1649 3386 1598 3500 1496,
583,soloAUV 20220919-182828-1255.png,2988,1782,2255,1906,2366,1,-1,unknown,1,,
584,soloAUV 20220919-182835-1261.png,2994,2191,2063,2304,2188,1,-1,unknown,1,,
585,soloAUV 20220919-182836-1262.png,2995,1158,899,1403,1083,1,-1,copepod,1,,
586,soloAUV 20220919-182848-1273.png,3006,2100,1542,2365,1871,1,-1,copepod,1,,
587,soloAUV 20220919-182854-1278.png,3011,2212,489,2558,818,1,-1,copepod,1,,
588,soloAUV 20220919-182905-1288.png,3021,1281,1219,1354,1297,1,-1,copepod,1,,
589,soloAUV 20220919-182916-1298.png,3031,2477,1825,2768,2043,1,-1,copepod,1,,
590,soloAUV 20220919-182916-1298.png,3031,3270,813,3381,914,1,-1,copepod-maybe,1,,
591,soloAUV 20220919-182919-1301.png,3034,2019,847,2112,931,1,-1,copepod,1,,
592,soloAUV 20220919-182933-1313.png,3046,2779,679,2963,805,1,-1,copepod,1,,
593,soloAUV 20220919-182933-1313.png,3046,1365,2301,1472,2484,1,-1,copepod-maybe,1,,
594,soloAUV 20220919-183015-1352.png,3085,1294,302,1619,562,1,-1,copepod-edge,1,(poly) 1405 302 1355 337 1411 385 1294 518 1338 562 1474 446 1546 505 1619 453 1464 337 1405 302,
595,soloAUV 20220919-183017-1354.png,3087,845,1059,1175,1396,1,-1,copepod-edge,1,(poly) 946 1059 1099 1222 1175 1348 1078 1396 1005 1298 845 1386 847 1304 954 1201 873 1128 889 1067 946 1059,
596,soloAUV 20220919-183029-1364.png,3097,2781,496,3016,651,1,-1,copepod,1,,
597,soloAUV 20220919-183100-1392.png,3125,2019,1915,2367,2460,1,-1,ctenophore-maybe,1,(poly) 2367 1923 2281 1915 2052 2223 2019 2460 2103 2458 2197 2166 2367 1923,
598,soloAUV 20220919-183107-1398.png,3131,2442,1623,2723,1950,1,-1,copepod,1,,
599,soloAUV 20220919-183108-1399.png,3132,2997,1025,3061,1083,1,-1,copepod-maybe,1,,
600,soloAUV 20220919-183109-1400.png,3133,1994,1744,2295,2156,1,-1,ctenophore-maybe,1,(poly) 1994 2118 2230 1744 2295 1775 2057 2156 2014 2151 1994 2118,
