Track-id,ImageName,3: Unique Frame Identifier,TL_x,TL_y,BR_x,BR_y,Length Confidence,Target Length,Repeated Species,Attributes,poly_coordinates,Unnamed: 12,ImageName.1,Label
163,soloAUV 20220911-163759-209.png,348,3252,1274,3387,1367,1,-1,copepod,1,(poly) 3358 1274 3252 1341 3261 1363 3283 1348 3333 1367 3350 1353 3333 1321 3387 1291 3370 1274 3358 1274,,,
164,soloAUV 20220911-163804-213.png,352,2137,1638,2222,1726,1,-1,copepod,1,,,,
165,soloAUV 20220911-163815-224.png,363,1436,2088,2211,2334,1,-1,tomopteris,1,(poly) 1436 2177 1592 2330 1615 2334 1819 2311 2054 2219 2211 2136 2148 2088 1761 2242 1623 2243 1482 2141 1443 2148 1436 2177,,,
166,soloAUV 20220911-163819-227.png,366,859,996,3468,1271,1,-1,hydrozoa,1,(poly) 3445 996 3468 1069 859 1271 870 1181 1976 1077 3445 996,,,
167,soloAUV 20220911-163820-228.png,367,1204,425,3320,674,1,-1,hydrozoa,1,(poly) 1265 425 1204 481 1603 559 2789 674 3320 672 3272 592 2676 571 1265 425,,,
168,soloAUV 20220911-163821-229.png,368,1550,140,3109,390,1,-1,hydrozoa,1,(poly) 3042 331 3109 390 2722 381 1550 201 1707 140 2696 293 3042 331,,,
169,soloAUV 20220911-163822-230.png,369,1579,147,3095,384,1,-1,hydrozoa,1,(poly) 3049 340 3095 384 2332 323 1755 247 1579 189 1665 147 2235 256 3049 340,,,
170,soloAUV 20220911-163823-231.png,370,1566,113,3042,365,1,-1,hydrozoa,1,(poly) 2979 279 3042 329 2522 365 2118 325 1566 193 1740 113 2294 191 2979 279,,,
171,soloAUV 20220911-163824-232.png,371,1640,124,3068,342,1,-1,hydrozoa,1,(poly) 3068 342 2992 291 1715 124 1640 157 2093 254 2430 312 3068 342,,,
172,soloAUV 20220911-163825-233.png,372,1570,153,3118,402,1,-1,hydrozoa,1,(poly) 3118 402 3057 335 2604 277 2034 214 1654 153 1570 199 1761 304 2457 402 3118 402,,,
173,soloAUV 20220911-163826-234.png,373,1459,178,3210,511,1,-1,hydrozoa,1,(poly) 3210 511 2543 478 1459 275 1587 178 1998 281 2839 407 3156 438 3210 511,,,
174,soloAUV 20220911-163827-235.png,374,1514,170,3208,516,1,-1,hydrozoa,1,(poly) 3208 516 2260 490 1514 226 1633 170 2311 291 3130 398 3208 516,,,
175,soloAUV 20220911-163829-237.png,376,3046,1266,3129,1340,1,-1,copepod-maybe,1,(poly) 3104 1266 3046 1303 3046 1340 3108 1321 3129 1288 3123 1270 3104 1266,,,
176,soloAUV 20220911-163851-256.png,395,1315,957,1391,1076,1,-1,unknown,1,,,,
177,soloAUV 20220911-163852-257.png,396,2240,194,2315,270,1,-1,appendicularia,1,,,,
178,soloAUV 20220911-163859-263.png,402,3124,701,3368,976,1,-1,copepod-edge,1,(poly) 3348 720 3368 760 3232 863 3269 963 3243 976 3151 847 3124 708 3162 701 3195 802 3348 720,,,
179,soloAUV 20220911-163902-266.png,405,1868,1595,2114,1803,1,-1,copepod,1,(poly) 2041 1596 2091 1595 2114 1665 2037 1798 1984 1803 1962 1737 1874 1754 1868 1717 1965 1688 2011 1612 2041 1596,,,
180,soloAUV 20220911-163931-293.png,432,2545,1453,2621,1530,1,-1,polychaeta-larva-maybe,1,,,,
181,soloAUV 20220911-163932-294.png,433,1975,1384,2161,1509,1,-1,unknown,1,(poly) 2085 1384 2160 1408 2161 1415 1998 1509 1975 1497 2085 1384,,,
182,soloAUV 20220911-163957-316.png,455,1244,562,1552,1014,1,-1,unknown,1,(poly) 1478 562 1552 617 1341 1014 1244 972 1478 562,,,
183,soloAUV 20220911-164011-329.png,468,3170,1294,3457,1392,1,-1,crustacea,1,(poly) 3182 1294 3170 1360 3449 1392 3457 1314 3182 1294,,,
184,soloAUV 20220911-164011-329.png,468,2187,2632,2258,2715,1,-1,polychaeta-larva-maybe,1,(poly) 2197 2715 2240 2714 2258 2638 2202 2632 2187 2692 2197 2715,,,
185,soloAUV 20220911-164022-339.png,478,1530,1361,1602,1429,1,-1,appendicularia,1,,,,
186,soloAUV 20220911-164100-374.png,513,1146,943,1288,1101,1,-1,polychaeta-maybe,1,(poly) 1257 973 1225 1004 1220 1027 1240 1027 1271 1030 1288 1042 1283 1061 1257 1076 1227 1094 1191 1100 1178 1101 1166 1087 1153 1053 1146 1029 1149 990 1173 961 1198 947 1218 943 1231 943 1259 958 1257 973,,,
187,soloAUV 20220911-164118-390.png,529,880,96,2478,1773,1,-1,hydrozoa-maybe,1,(poly) 2394 96 2254 133 2134 169 1996 214 1806 323 1230 743 1101 844 1146 936 880 1552 894 1700 908 1762 927 1773 1269 1630 1274 1546 1283 1423 1439 1177 1831 863 2293 410 2478 147 2444 96 2394 96,,,
188,soloAUV 20220911-164128-399.png,538,1957,1229,2118,1498,1,-1,copepod,1,(poly) 2074 1233 2118 1336 2114 1481 2070 1498 2047 1420 1978 1445 1957 1399 2009 1317 2009 1229 2074 1233,,,
189,soloAUV 20220911-164129-400.png,539,3326,840,3468,1111,1,-1,copepod-edge,1,(poly) 3402 840 3334 840 3326 889 3411 892 3424 995 3347 1080 3375 1111 3410 1101 3468 1027 3455 946 3441 911 3424 878 3402 840,,,
190,soloAUV 20220911-164134-404.png,543,1387,1483,1454,1585,1,-1,polychaeta-larva-maybe,1,(poly) 1400 1507 1437 1483 1454 1510 1441 1585 1387 1584 1389 1555 1400 1507,,,
191,soloAUV 20220911-164138-408.png,547,3003,358,3185,612,1,-1,copepod-edge,1,(poly) 3086 358 3185 458 3149 502 3113 612 3039 600 3095 411 3010 405 3003 362 3086 358,,,
192,soloAUV 20220911-164154-423.png,562,2323,62,2518,143,1,-1,crustacea-maybe-edge,1,(poly) 2471 62 2518 73 2362 143 2323 120 2396 80 2471 62,,,
193,soloAUV 20220911-164201-429.png,568,2623,1813,3282,2490,1,-1,salp-colony-edge,1,(poly) 3269 1861 3282 2115 3248 2207 3171 2339 3085 2417 3001 2476 2942 2490 2669 2459 2623 2165 2781 1947 2917 1851 3080 1813 3229 1819 3269 1861,,,
194,soloAUV 20220911-164213-440.png,579,1959,416,2113,627,1,-1,copepod,1,(poly) 1959 440 1976 574 2037 627 2113 511 2104 471 2090 445 1984 416 1959 440,,,
195,soloAUV 20220911-164236-461.png,600,2422,557,2983,860,1,-1,copepod,1,(poly) 2926 568 2714 633 2422 762 2455 829 2632 737 2670 860 2745 838 2798 668 2983 599 2963 557 2926 568,,,
196,soloAUV 20220911-164255-478.png,617,1341,1512,1544,1696,1,-1,copepod,1,(poly) 1504 1518 1388 1653 1355 1645 1341 1672 1414 1694 1519 1696 1516 1655 1456 1646 1544 1521 1530 1512 1504 1518,,,
197,soloAUV 20220911-164315-496.png,635,3168,675,3427,982,1,-1,copepod-edge,1,(poly) 3389 795 3427 887 3260 982 3258 944 3338 895 3342 840 3168 706 3202 675 3376 809 3389 795,,,
198,soloAUV 20220911-164317-498.png,637,2902,287,3025,458,1,-1,copepod,1,(poly) 2987 287 3025 317 2994 389 2921 458 2902 452 2945 314 2987 287,,,
199,soloAUV 20220911-164322-502.png,641,3342,1218,3501,1439,1,-1,unknown-edge,1,(poly) 3477 1218 3413 1240 3342 1414 3342 1425 3403 1439 3479 1314 3501 1251 3477 1218,,,
200,soloAUV 20220911-164348-526.png,665,2763,1050,3050,1480,1,-1,copepod,1,(poly) 2767 1087 2788 1269 2843 1480 2894 1462 2850 1306 3044 1239 3050 1173 3011 1163 2837 1206 2809 1050 2763 1053 2767 1087,,,
201,soloAUV 20220911-164352-529.png,668,1619,1129,3565,2810,1,-1,siphonophore-edge,1,(poly) 3472 1129 3530 1400 3565 1504 3543 1659 3501 1804 3420 2002 3135 2251 2906 2377 2647 2464 2472 2496 2805 2626 2776 2697 2482 2787 2304 2804 2142 2810 2000 2810 1890 2778 1790 2726 1703 2694 1638 2658 1619 2555 1699 2374 1839 2176 2039 1992 2278 1859 2492 1788 2647 1724 2815 1594 2931 1426 3087 1261 3281 1184 3472 1129,,,
202,soloAUV 20220911-164352-529.png,668,878,1588,1454,2225,1,-1,siphonophore-edge,1,(poly) 878 1643 933 1872 1043 2099 1127 2225 1454 2073 1431 1588 878 1643,,,
203,soloAUV 20220911-164405-541.png,680,2145,723,2299,836,1,-1,ostracoda,1,(poly) 2178 723 2299 776 2229 836 2155 801 2145 753 2178 723,,,
204,soloAUV 20220911-164413-548.png,687,2770,1184,3136,1607,1,-1,copepod,1,(poly) 3136 1226 3019 1418 2915 1607 2866 1596 2903 1463 2802 1448 2770 1385 2838 1344 2846 1370 2982 1352 3104 1184 3136 1226,,,
205,soloAUV 20220911-164425-559.png,698,1953,340,2206,579,1,-1,copepod,1,(poly) 1990 363 2087 340 2206 375 2175 411 2129 400 2043 574 2007 579 1953 505 1990 363,,,
206,soloAUV 20220911-164448-580.png,719,1096,1767,1375,1906,1,-1,unknown,1,(poly) 1096 1859 1118 1906 1375 1829 1349 1767 1096 1859,,,
207,soloAUV 20220911-164523-612.png,751,2745,1307,2934,1445,1,-1,polychaeta-larva-maybe,1,(poly) 2934 1336 2808 1445 2745 1396 2874 1307 2934 1336,,,
208,soloAUV 20220911-164623-666.png,805,2711,2403,2848,2502,1,-1,polychaeta-larva-maybe,1,(poly) 2751 2403 2711 2441 2771 2502 2848 2446 2810 2412 2751 2403,,,
209,soloAUV 20220911-164624-667.png,806,1694,1323,2097,1804,1,-1,copepod,1,(poly) 2016 1361 1835 1568 1694 1767 1733 1804 1887 1612 1965 1613 1989 1552 1957 1533 2097 1348 2049 1323 2016 1361,,,
210,soloAUV 20220911-164700-700.png,839,1266,1666,1649,1869,1,-1,copepod,1,(poly) 1524 1666 1649 1674 1649 1714 1327 1869 1266 1831 1310 1773 1524 1666,,,
211,soloAUV 20220911-164739-735.png,874,1524,1303,1872,1636,1,-1,copepod,1,(poly) 1856 1354 1774 1472 1645 1636 1589 1602 1659 1523 1524 1496 1542 1419 1755 1406 1830 1303 1872 1320 1856 1354,,,
212,soloAUV 20220911-164752-748.png,887,1829,2497,1981,2618,1,-1,copepod,1,(poly) 1931 2497 1829 2584 1856 2618 1925 2599 1981 2522 1931 2497,,,
213,soloAUV 20220911-164755-750.png,889,1654,2339,1887,2563,1,-1,copepod,1,(poly) 1879 2372 1819 2480 1729 2563 1706 2559 1735 2506 1666 2522 1654 2489 1736 2447 1799 2404 1858 2339 1887 2348 1879 2372,,,
214,soloAUV 20220911-164809-763.png,902,3327,1723,3503,1986,1,-1,copepod-edge,1,(poly) 3460 1740 3328 1723 3327 1761 3385 1772 3332 1918 3344 1986 3376 1958 3399 1933 3486 1804 3503 1768 3460 1740,,,
215,soloAUV 20220911-164914-822.png,961,1023,1930,1159,2110,1,-1,copepod-edge,1,(poly) 1059 2110 1023 2062 1102 1940 1125 1930 1159 1979 1059 2110,,,
216,soloAUV 20220911-164921-828.png,967,1010,1727,1227,1877,1,-1,copepod,1,(poly) 1010 1813 1072 1867 1174 1877 1181 1842 1132 1837 1227 1759 1189 1727 1068 1812 1027 1784 1010 1813,,,
217,soloAUV 20220911-164959-863.png,1002,2445,2474,2772,2765,1,-1,copepod-maybe-edge,1,(poly) 2684 2474 2510 2569 2445 2765 2580 2741 2706 2591 2772 2508 2684 2474,,,
218,soloAUV 20220911-165036-896.png,1035,1664,633,1812,834,1,-1,unknown,1,(poly) 1771 633 1714 671 1664 830 1703 834 1812 641 1771 633,,,
219,soloAUV 20220911-165159-972.png,1111,1682,721,1871,953,1,-1,copepod,1,(poly) 1871 742 1747 953 1706 940 1743 885 1682 862 1703 820 1796 808 1839 721 1871 742,,,
220,soloAUV 20220911-165202-975.png,1114,2420,1072,2590,1179,1,-1,copepod,1,(poly) 2555 1072 2475 1086 2420 1147 2434 1179 2470 1172 2590 1100 2555 1072,,,
221,soloAUV 20220911-165219-990.png,1129,2590,2251,2802,2463,1,-1,copepod-centropages,1,(poly) 2649 2261 2728 2311 2802 2435 2782 2449 2725 2395 2632 2463 2590 2418 2671 2318 2610 2275 2631 2251 2649 2261,,,
222,soloAUV 20220911-165222-993.png,1132,3059,1034,3212,1139,1,-1,copepod,1,(poly) 3179 1034 3088 1051 3059 1119 3110 1139 3190 1078 3212 1051 3179 1034,,,
223,soloAUV 20220911-165223-994.png,1133,2412,820,2553,944,1,-1,copepod-oithona-maybe,1,(poly) 2518 824 2459 874 2436 835 2412 847 2431 906 2466 944 2512 941 2500 899 2553 839 2540 820 2518 824,,,
224,soloAUV 20220911-165230-1000.png,1139,2256,283,2381,443,1,-1,unknown,1,(poly) 2332 298 2256 356 2319 443 2349 428 2325 374 2381 310 2349 283 2332 298,,,
225,soloAUV 20220911-165233-1003.png,1142,2552,1225,2760,1330,1,-1,ostracoda,1,(poly) 2625 1229 2569 1263 2552 1276 2565 1297 2607 1315 2652 1325 2693 1330 2728 1330 2757 1330 2760 1304 2745 1271 2735 1248 2700 1228 2641 1225 2625 1229,,,
226,soloAUV 20220911-165233-1003.png,1142,3252,784,3352,874,1,-1,obelia-maybe,1,(poly) 3325 784 3294 792 3266 809 3252 840 3261 862 3294 874 3333 859 3341 841 3349 821 3352 799 3341 786 3325 784,,,
227,soloAUV 20220911-165236-1005.png,1144,1128,812,1334,907,1,-1,copepod,1,(poly) 1286 812 1226 835 1181 840 1137 861 1128 889 1156 907 1188 904 1233 885 1274 874 1317 861 1334 844 1330 817 1286 812,,,
228,soloAUV 20220911-165238-1007.png,1146,3333,1391,3460,1489,1,-1,unknown,1,(poly) 3429 1391 3411 1412 3386 1422 3354 1443 3340 1459 3333 1477 3351 1489 3388 1469 3424 1448 3460 1399 3429 1391,,,
229,soloAUV 20220911-165239-1008.png,1147,1740,447,1834,517,1,-1,copepod,1,,,,
230,soloAUV 20220911-165245-1013.png,1152,2990,402,3226,563,1,-1,copepod,1,(poly) 3125 402 3100 434 3092 481 3073 476 3026 402 2990 403 2993 429 3015 476 3035 517 3066 549 3101 563 3159 554 3200 543 3226 519 3210 504 3153 509 3148 438 3146 416 3125 402,,,
231,soloAUV 20220911-165246-1014.png,1153,2527,1700,3435,2194,1,-1,marine-snow,1,(poly) 3389 1700 2985 1857 2706 2017 2614 2036 2539 2075 2527 2136 2575 2194 2699 2157 3118 1915 3435 1736 3416 1702 3389 1700,,,
232,soloAUV 20220911-165247-1015.png,1154,1860,181,2009,274,1,-1,copepod,1,(poly) 1989 181 1962 191 1867 236 1860 261 1957 274 1999 235 2009 191 1989 181,,,
233,soloAUV 20220911-165247-1015.png,1154,1519,243,1590,282,1,-1,copepod,1,,,,
234,soloAUV 20220911-165247-1015.png,1154,2446,1453,2765,1720,1,-1,marine-snow,1,(kp) head 2488 1678,(kp) tail 2723 1495,,
235,soloAUV 20220911-165254-1022.png,1161,1917,2457,1976,2539,1,-1,copepod-maybe,1,(kp) head 1966 2467,(kp) tail 1927 2529,,
236,soloAUV 20220911-165300-1027.png,1166,2138,1461,2240,1553,1,-1,copepod,1,(poly) 2207 1465 2171 1495 2138 1506 2158 1533 2186 1549 2217 1553 2229 1521 2240 1491 2222 1461 2207 1465,,,
237,soloAUV 20220911-165302-1029.png,1168,2740,910,3370,1650,1,-1,marine-snow,1,(poly) 2740 1591 2796 1631 2892 1650 2955 1611 3165 1320 3165 1240 3370 939 3332 910 2936 1380 2740 1591,,,
238,soloAUV 20220911-165303-1030.png,1169,1096,384,2408,969,1,-1,unknown,1,(poly) 1309 514 1455 595 1684 662 1768 642 1794 695 2213 788 2244 791 2269 830 2076 844 1645 751 1217 570 1223 528 1262 505 1309 514,,,
239,soloAUV 20220911-165305-1031.png,1170,1272,1949,1348,2007,1,-1,copepod,1,,,,
240,soloAUV 20220911-165306-1032.png,1171,1351,1033,1451,1101,1,-1,copepod,1,,,,
241,soloAUV 20220911-165306-1032.png,1171,2580,328,2681,424,1,-1,copepod,1,,,,
242,soloAUV 20220911-165306-1032.png,1171,2869,535,2947,590,1,-1,copepod,1,,,,
243,soloAUV 20220911-165312-1038.png,1177,2334,155,2416,214,1,-1,copepod,1,,,,
244,soloAUV 20220911-165314-1040.png,1179,1385,606,1487,691,1,-1,copepod,1,,,,
245,soloAUV 20220911-165317-1042.png,1181,1673,2087,1783,2162,1,-1,copepod-maybe,1,(poly) 1753 2089 1683 2109 1673 2137 1689 2156 1711 2162 1727 2147 1738 2133 1773 2116 1783 2107 1771 2087 1753 2089,,,
246,soloAUV 20220911-165320-1045.png,1184,3253,1313,3336,1403,1,-1,copepod-maybe,1,(poly) 3302 1313 3269 1332 3253 1365 3258 1391 3295 1403 3326 1388 3336 1345 3327 1322 3302 1313,,,
247,soloAUV 20220911-165320-1045.png,1184,1948,660,2041,743,1,-1,copepod-maybe,1,(poly) 2032 671 2003 660 1963 666 1948 701 1964 736 2003 743 2041 720 2041 705 2041 686 2032 671,,,
248,soloAUV 20220911-165328-1052.png,1191,1307,856,1494,1026,1,-1,copepod,1,(poly) 1482 856 1392 875 1353 898 1307 944 1307 978 1312 1019 1337 1026 1375 1019 1392 989 1412 960 1439 944 1474 924 1494 898 1482 856,,,
249,soloAUV 20220911-165330-1054.png,1193,1853,1466,2004,1625,1,-1,copepod,1,(poly) 2000 1493 1979 1560 1933 1625 1907 1625 1917 1584 1853 1569 1864 1524 1939 1524 1973 1466 2004 1469 2000 1493,,,
250,soloAUV 20220911-165331-1055.png,1194,2698,638,2819,733,1,-1,copepod,1,(poly) 2738 638 2819 699 2810 718 2716 733 2698 726 2706 643 2738 638,,,
251,soloAUV 20220911-165331-1055.png,1194,2543,1674,2636,1762,1,-1,copepod,1,(poly) 2543 1686 2554 1762 2636 1760 2632 1715 2574 1674 2543 1686,,,
252,soloAUV 20220911-165331-1055.png,1194,2535,1973,2631,2068,1,-1,copepod-maybe,1,(poly) 2593 1975 2631 1973 2623 2014 2562 2068 2535 2058 2573 1989 2593 1975,,,
253,soloAUV 20220911-165332-1056.png,1195,959,780,1104,900,1,-1,copepod-edge,1,(poly) 1026 900 1104 820 1008 780 981 806 968 849 959 887 981 895 1026 900,,,
254,soloAUV 20220911-165332-1056.png,1195,2529,1594,2640,1687,1,-1,copepod-maybe,1,(poly) 2586 1687 2640 1619 2594 1594 2529 1649 2566 1684 2586 1687,,,
255,soloAUV 20220911-165333-1057.png,1196,1127,558,1240,745,1,-1,copepod,1,(poly) 1199 558 1233 638 1240 740 1204 745 1130 704 1127 676 1183 621 1152 575 1199 558,,,
256,soloAUV 20220911-165334-1058.png,1197,2276,1530,2473,1611,1,-1,copepod,1,(poly) 2299 1611 2473 1557 2449 1530 2364 1531 2277 1568 2276 1598 2299 1611,,,
257,soloAUV 20220911-165335-1059.png,1198,2392,2346,3071,2770,1,-1,salp-solitary-edge,1,(poly) 3071 2407 2985 2346 2859 2359 2700 2440 2512 2618 2399 2721 2392 2770 2592 2739 2815 2646 3032 2528 3071 2407,,,
258,soloAUV 20220911-165336-1060.png,1199,1993,1786,2148,1964,1,-1,copepod-maybe,1,(poly) 2040 1949 2148 1809 2123 1786 2067 1830 2022 1884 1993 1927 2017 1964 2040 1949,,,
259,soloAUV 20220911-165340-1063.png,1202,2185,926,2297,1013,1,-1,copepod,1,,,,
260,soloAUV 20220911-165342-1065.png,1204,3074,1187,3225,1360,1,-1,copepod-centropages,1,,,,
261,soloAUV 20220911-165346-1069.png,1208,2273,350,2371,469,1,-1,copepod,1,,,,
262,soloAUV 20220911-165348-1071.png,1210,2936,695,3075,833,1,-1,unknown,1,,,,
263,soloAUV 20220911-165352-1074.png,1213,2117,1775,2205,1877,1,-1,copepod,1,,,,
264,soloAUV 20220911-165354-1076.png,1215,1424,444,1592,565,1,-1,copepod,1,(poly) 1592 458 1553 444 1514 457 1424 546 1439 565 1541 517 1592 458,,,
265,soloAUV 20220911-165355-1077.png,1216,3101,2153,3379,2434,1,-1,salp-solitary-edge,1,(poly) 3336 2158 3218 2153 3122 2221 3101 2298 3103 2359 3115 2434 3196 2381 3319 2260 3379 2163 3336 2158,,,
266,soloAUV 20220911-165357-1079.png,1218,2683,1727,2772,1806,1,-1,copepod,1,,,,
267,soloAUV 20220911-165400-1081.png,1220,1310,70,1939,561,1,-1,salp-solitary-edge,1,(poly) 1932 76 1939 162 1903 254 1800 368 1674 470 1517 521 1444 561 1398 538 1389 433 1337 403 1310 359 1496 210 1687 108 1815 78 1920 70 1932 76,,,
268,soloAUV 20220911-165401-1082.png,1221,3201,1536,3357,1657,1,-1,copepod,1,(poly) 3261 1645 3352 1587 3357 1536 3322 1537 3283 1567 3229 1615 3201 1638 3237 1657 3261 1645,,,
269,soloAUV 20220911-165402-1083.png,1222,1656,125,1776,192,1,-1,copepod,1,(poly) 1776 129 1761 168 1692 192 1657 186 1656 166 1683 157 1718 139 1764 125 1776 129,,,
270,soloAUV 20220911-165403-1084.png,1223,1472,688,1616,740,1,-1,copepod,1,(poly) 1488 740 1606 726 1616 702 1601 688 1548 688 1478 696 1472 729 1488 740,,,
271,soloAUV 20220911-165403-1084.png,1223,1943,1635,2040,1715,1,-1,copepod,1,,,,
272,soloAUV 20220911-165403-1084.png,1223,3046,2175,3315,2435,1,-1,siphonophore-edge,1,,,,
273,soloAUV 20220911-165404-1085.png,1224,1225,1339,1381,1464,1,-1,copepod,1,(poly) 1344 1339 1265 1363 1225 1421 1225 1464 1272 1464 1346 1412 1381 1361 1344 1339,,,
274,soloAUV 20220911-165404-1085.png,1224,1733,1059,1807,1129,1,-1,copepod-maybe,1,,,,
275,soloAUV 20220911-165404-1085.png,1224,2898,1153,2988,1236,1,-1,copepod,1,,,,
276,soloAUV 20220911-165404-1085.png,1224,3008,2187,3278,2493,1,-1,siphonophore-edge,1,(poly) 3278 2239 3213 2188 3179 2187 3126 2217 3097 2268 3050 2315 3013 2373 3008 2417 3032 2460 3062 2493 3181 2380 3278 2239,,,
277,soloAUV 20220911-165405-1086.png,1225,2995,2181,3328,2514,1,-1,siphonophore-edge,1,(poly) 3309 2205 3239 2181 3153 2204 3056 2286 2996 2405 2995 2472 3021 2514 3206 2378 3328 2219 3309 2205,,,
278,soloAUV 20220911-165405-1086.png,1225,959,889,1146,998,1,-1,copepod,1,(poly) 1127 925 1051 953 1084 972 1063 998 966 975 959 901 985 889 1002 916 1054 889 1131 890 1146 908 1127 925,,,
279,soloAUV 20220911-165405-1086.png,1225,1108,555,1191,629,1,-1,polychaeta-larva-maybe,1,(poly) 1182 568 1151 555 1126 568 1108 601 1119 624 1157 629 1182 612 1191 588 1182 568,,,
280,soloAUV 20220911-165407-1088.png,1227,3065,1489,3174,1578,1,-1,copepod,1,(poly) 3174 1513 3093 1489 3065 1515 3070 1565 3101 1578 3155 1545 3174 1513,,,
281,soloAUV 20220911-165409-1090.png,1229,3207,1454,3341,1592,1,-1,copepod,1,(poly) 3299 1458 3252 1501 3207 1577 3224 1592 3276 1560 3299 1572 3332 1552 3312 1506 3341 1480 3327 1454 3299 1458,,,
282,soloAUV 20220911-165411-1091.png,1230,1749,746,1835,820,1,-1,copepod-maybe,1,(poly) 1796 748 1752 778 1749 799 1784 820 1806 816 1835 774 1822 746 1796 748,,,
283,soloAUV 20220911-165412-1092.png,1231,2856,1117,2957,1175,1,-1,copepod,1,,,,
284,soloAUV 20220911-165412-1092.png,1231,1615,1786,1757,1865,1,-1,copepod,1,,,,
285,soloAUV 20220911-165412-1092.png,1231,3016,2213,3296,2498,1,-1,siphonophore-edge,1,(poly) 3280 2229 3142 2213 3016 2344 3032 2498 3137 2438 3211 2356 3296 2242 3280 2229,,,
286,soloAUV 20220911-165413-1093.png,1232,2971,2095,3365,2500,1,-1,siphonophore-edge,1,(poly) 3337 2110 3227 2095 3129 2151 3002 2292 2971 2398 3042 2500 3213 2378 3306 2256 3365 2140 3337 2110,,,
287,soloAUV 20220911-165415-1095.png,1234,1583,2005,1863,2226,1,-1,copepod-maybe,1,(poly) 1863 2054 1611 2226 1583 2173 1853 2005 1863 2054,,,
288,soloAUV 20220911-165415-1095.png,1234,2246,2256,2826,2610,1,-1,salp-solitary,1,(poly) 2826 2380 2731 2256 2326 2317 2246 2485 2310 2566 2482 2610 2733 2550 2826 2380,,,
289,soloAUV 20220911-165417-1097.png,1236,1309,1051,1477,1152,1,-1,copepod,1,(poly) 1459 1051 1311 1070 1309 1111 1353 1152 1397 1130 1473 1084 1477 1062 1459 1051,,,
290,soloAUV 20220911-165419-1099.png,1238,2805,2384,3145,2604,1,-1,siphonophore-edge,1,(poly) 3145 2404 3057 2497 2883 2604 2805 2543 3023 2384 3145 2404,,,
291,soloAUV 20220911-165421-1100.png,1239,2917,2332,3198,2584,1,-1,siphonophore-edge,1,(poly) 3180 2346 3077 2332 2917 2457 2922 2584 3095 2464 3198 2358 3180 2346,,,
292,soloAUV 20220911-165421-1100.png,1239,1736,2585,1819,2687,1,-1,copepod-maybe-edge,1,(poly) 1790 2687 1819 2600 1775 2585 1736 2669 1790 2687,,,
293,soloAUV 20220911-165423-1102.png,1241,2822,2332,3147,2624,1,-1,siphonophore-edge,1,(kp) head 3103 2376,(kp) tail 2866 2580,,
294,soloAUV 20220911-165424-1103.png,1242,2935,2087,3308,2513,1,-1,siphonophore-edge,1,(kp) head 3251 2144,(kp) tail 2992 2456,,
295,soloAUV 20220911-165425-1104.png,1243,2863,2173,3282,2583,1,-1,siphonophore-edge,1,(kp) head 3254 2194,(kp) tail 2904 2551,,
296,soloAUV 20220911-165426-1105.png,1244,2754,522,2840,599,1,-1,polychaeta-larva-maybe,1,,,,
297,soloAUV 20220911-165427-1106.png,1245,1819,1397,1978,1518,1,-1,copepod-oithona-maybe,1,,,,
298,soloAUV 20220911-165428-1107.png,1246,2852,2133,3292,2564,1,-1,siphonophore-edge,1,(kp) head 2914 2502,(kp) tail 3230 2195,,
299,soloAUV 20220911-165432-1111.png,1250,2778,2305,3163,2645,1,-1,siphonophore-edge,1,(kp) head 3111 2357,(kp) tail 2830 2593,,
300,soloAUV 20220911-165432-1111.png,1250,2382,2536,2514,2761,1,-1,copepod,1,(poly) 2460 2555 2389 2676 2382 2761 2418 2758 2447 2705 2507 2683 2510 2654 2474 2638 2514 2551 2469 2536 2460 2555,,,
301,soloAUV 20220911-165435-1113.png,1252,3128,512,3266,602,1,-1,copepod-edge,1,(poly) 3266 555 3142 602 3128 561 3244 512 3266 555,,,
302,soloAUV 20220911-165435-1113.png,1252,2815,2294,3203,2644,1,-1,siphonophore-edge,1,(kp) head 3150 2347,(kp) tail 2868 2591,,
303,soloAUV 20220911-165435-1113.png,1252,1564,1438,1646,1496,1,-1,unknown,1,,,,
304,soloAUV 20220911-165437-1115.png,1254,2840,2172,3263,2561,1,-1,siphonophore-edge,1,,,,
305,soloAUV 20220911-165437-1115.png,1254,2172,518,2412,717,1,-1,marine-snow,1,,,,
306,soloAUV 20220911-165440-1117.png,1256,2844,2167,3365,2567,1,-1,siphonophore-edge,1,(kp) head 3293 2199,(kp) tail 2872 2495,,
307,soloAUV 20220911-165440-1117.png,1256,2344,1586,2442,1765,1,-1,copepod,1,(poly) 2442 1606 2426 1765 2344 1760 2366 1586 2442 1606,,,
308,soloAUV 20220911-165441-1118.png,1257,2527,1155,2621,1344,1,-1,copepod,1,(poly) 2621 1177 2605 1333 2553 1344 2527 1247 2559 1155 2621 1177,,,
309,soloAUV 20220911-165441-1118.png,1257,2855,2383,3118,2605,1,-1,siphonophore-edge,1,(kp) head 3082 2419,(kp) tail 2879 2576,,
310,soloAUV 20220911-165442-1119.png,1258,2172,1083,2315,1209,1,-1,copepod,1,(poly) 2315 1120 2220 1172 2220 1196 2202 1209 2172 1160 2194 1092 2222 1091 2229 1121 2304 1083 2315 1120,,,
